TimeKey,Tijdstip,Uur,Minuut
537,05:37:00.0000000,5,37
538,05:38:00.0000000,5,38
539,05:39:00.0000000,5,39
540,05:40:00.0000000,5,40
541,05:41:00.0000000,5,41
542,05:42:00.0000000,5,42
543,05:43:00.0000000,5,43
544,05:44:00.0000000,5,44
545,05:45:00.0000000,5,45
546,05:46:00.0000000,5,46
547,05:47:00.0000000,5,47
548,05:48:00.0000000,5,48
549,05:49:00.0000000,5,49
550,05:50:00.0000000,5,50
551,05:51:00.0000000,5,51
552,05:52:00.0000000,5,52
553,05:53:00.0000000,5,53
554,05:54:00.0000000,5,54
555,05:55:00.0000000,5,55
556,05:56:00.0000000,5,56
557,05:57:00.0000000,5,57
558,05:58:00.0000000,5,58
559,05:59:00.0000000,5,59
600,06:00:00.0000000,6,0
601,06:01:00.0000000,6,1
602,06:02:00.0000000,6,2
603,06:03:00.0000000,6,3
604,06:04:00.0000000,6,4
605,06:05:00.0000000,6,5
606,06:06:00.0000000,6,6
607,06:07:00.0000000,6,7
608,06:08:00.0000000,6,8
609,06:09:00.0000000,6,9
610,06:10:00.0000000,6,10
611,06:11:00.0000000,6,11
612,06:12:00.0000000,6,12
613,06:13:00.0000000,6,13
614,06:14:00.0000000,6,14
615,06:15:00.0000000,6,15
616,06:16:00.0000000,6,16
617,06:17:00.0000000,6,17
618,06:18:00.0000000,6,18
619,06:19:00.0000000,6,19
620,06:20:00.0000000,6,20
621,06:21:00.0000000,6,21
622,06:22:00.0000000,6,22
623,06:23:00.0000000,6,23
624,06:24:00.0000000,6,24
625,06:25:00.0000000,6,25
626,06:26:00.0000000,6,26
627,06:27:00.0000000,6,27
628,06:28:00.0000000,6,28
629,06:29:00.0000000,6,29
630,06:30:00.0000000,6,30
631,06:31:00.0000000,6,31
632,06:32:00.0000000,6,32
633,06:33:00.0000000,6,33
634,06:34:00.0000000,6,34
635,06:35:00.0000000,6,35
636,06:36:00.0000000,6,36
637,06:37:00.0000000,6,37
638,06:38:00.0000000,6,38
639,06:39:00.0000000,6,39
640,06:40:00.0000000,6,40
641,06:41:00.0000000,6,41
642,06:42:00.0000000,6,42
643,06:43:00.0000000,6,43
644,06:44:00.0000000,6,44
645,06:45:00.0000000,6,45
646,06:46:00.0000000,6,46
647,06:47:00.0000000,6,47
648,06:48:00.0000000,6,48
649,06:49:00.0000000,6,49
650,06:50:00.0000000,6,50
651,06:51:00.0000000,6,51
652,06:52:00.0000000,6,52
653,06:53:00.0000000,6,53
654,06:54:00.0000000,6,54
655,06:55:00.0000000,6,55
656,06:56:00.0000000,6,56
657,06:57:00.0000000,6,57
658,06:58:00.0000000,6,58
659,06:59:00.0000000,6,59
700,07:00:00.0000000,7,0
701,07:01:00.0000000,7,1
702,07:02:00.0000000,7,2
703,07:03:00.0000000,7,3
704,07:04:00.0000000,7,4
705,07:05:00.0000000,7,5
706,07:06:00.0000000,7,6
707,07:07:00.0000000,7,7
708,07:08:00.0000000,7,8
709,07:09:00.0000000,7,9
710,07:10:00.0000000,7,10
711,07:11:00.0000000,7,11
712,07:12:00.0000000,7,12
713,07:13:00.0000000,7,13
714,07:14:00.0000000,7,14
715,07:15:00.0000000,7,15
716,07:16:00.0000000,7,16
717,07:17:00.0000000,7,17
718,07:18:00.0000000,7,18
719,07:19:00.0000000,7,19
720,07:20:00.0000000,7,20
721,07:21:00.0000000,7,21
722,07:22:00.0000000,7,22
723,07:23:00.0000000,7,23
724,07:24:00.0000000,7,24
725,07:25:00.0000000,7,25
726,07:26:00.0000000,7,26
727,07:27:00.0000000,7,27
728,07:28:00.0000000,7,28
729,07:29:00.0000000,7,29
730,07:30:00.0000000,7,30
731,07:31:00.0000000,7,31
732,07:32:00.0000000,7,32
733,07:33:00.0000000,7,33
734,07:34:00.0000000,7,34
735,07:35:00.0000000,7,35
736,07:36:00.0000000,7,36
737,07:37:00.0000000,7,37
738,07:38:00.0000000,7,38
739,07:39:00.0000000,7,39
740,07:40:00.0000000,7,40
741,07:41:00.0000000,7,41
742,07:42:00.0000000,7,42
743,07:43:00.0000000,7,43
744,07:44:00.0000000,7,44
745,07:45:00.0000000,7,45
746,07:46:00.0000000,7,46
747,07:47:00.0000000,7,47
748,07:48:00.0000000,7,48
749,07:49:00.0000000,7,49
750,07:50:00.0000000,7,50
751,07:51:00.0000000,7,51
752,07:52:00.0000000,7,52
753,07:53:00.0000000,7,53
754,07:54:00.0000000,7,54
755,07:55:00.0000000,7,55
756,07:56:00.0000000,7,56
757,07:57:00.0000000,7,57
758,07:58:00.0000000,7,58
759,07:59:00.0000000,7,59
800,08:00:00.0000000,8,0
801,08:01:00.0000000,8,1
802,08:02:00.0000000,8,2
803,08:03:00.0000000,8,3
804,08:04:00.0000000,8,4
805,08:05:00.0000000,8,5
806,08:06:00.0000000,8,6
807,08:07:00.0000000,8,7
808,08:08:00.0000000,8,8
809,08:09:00.0000000,8,9
810,08:10:00.0000000,8,10
811,08:11:00.0000000,8,11
812,08:12:00.0000000,8,12
813,08:13:00.0000000,8,13
814,08:14:00.0000000,8,14
815,08:15:00.0000000,8,15
816,08:16:00.0000000,8,16
817,08:17:00.0000000,8,17
818,08:18:00.0000000,8,18
819,08:19:00.0000000,8,19
820,08:20:00.0000000,8,20
821,08:21:00.0000000,8,21
822,08:22:00.0000000,8,22
823,08:23:00.0000000,8,23
824,08:24:00.0000000,8,24
825,08:25:00.0000000,8,25
826,08:26:00.0000000,8,26
827,08:27:00.0000000,8,27
828,08:28:00.0000000,8,28
829,08:29:00.0000000,8,29
830,08:30:00.0000000,8,30
831,08:31:00.0000000,8,31
832,08:32:00.0000000,8,32
833,08:33:00.0000000,8,33
834,08:34:00.0000000,8,34
835,08:35:00.0000000,8,35
836,08:36:00.0000000,8,36
837,08:37:00.0000000,8,37
838,08:38:00.0000000,8,38
839,08:39:00.0000000,8,39
840,08:40:00.0000000,8,40
841,08:41:00.0000000,8,41
842,08:42:00.0000000,8,42
843,08:43:00.0000000,8,43
844,08:44:00.0000000,8,44
845,08:45:00.0000000,8,45
846,08:46:00.0000000,8,46
847,08:47:00.0000000,8,47
848,08:48:00.0000000,8,48
849,08:49:00.0000000,8,49
850,08:50:00.0000000,8,50
851,08:51:00.0000000,8,51
852,08:52:00.0000000,8,52
853,08:53:00.0000000,8,53
854,08:54:00.0000000,8,54
855,08:55:00.0000000,8,55
856,08:56:00.0000000,8,56
857,08:57:00.0000000,8,57
858,08:58:00.0000000,8,58
859,08:59:00.0000000,8,59
900,09:00:00.0000000,9,0
901,09:01:00.0000000,9,1
902,09:02:00.0000000,9,2
903,09:03:00.0000000,9,3
904,09:04:00.0000000,9,4
905,09:05:00.0000000,9,5
906,09:06:00.0000000,9,6
907,09:07:00.0000000,9,7
908,09:08:00.0000000,9,8
909,09:09:00.0000000,9,9
910,09:10:00.0000000,9,10
911,09:11:00.0000000,9,11
912,09:12:00.0000000,9,12
913,09:13:00.0000000,9,13
914,09:14:00.0000000,9,14
915,09:15:00.0000000,9,15
916,09:16:00.0000000,9,16
917,09:17:00.0000000,9,17
918,09:18:00.0000000,9,18
919,09:19:00.0000000,9,19
920,09:20:00.0000000,9,20
921,09:21:00.0000000,9,21
922,09:22:00.0000000,9,22
923,09:23:00.0000000,9,23
924,09:24:00.0000000,9,24
925,09:25:00.0000000,9,25
926,09:26:00.0000000,9,26
927,09:27:00.0000000,9,27
928,09:28:00.0000000,9,28
929,09:29:00.0000000,9,29
930,09:30:00.0000000,9,30
931,09:31:00.0000000,9,31
932,09:32:00.0000000,9,32
933,09:33:00.0000000,9,33
934,09:34:00.0000000,9,34
935,09:35:00.0000000,9,35
936,09:36:00.0000000,9,36
937,09:37:00.0000000,9,37
938,09:38:00.0000000,9,38
939,09:39:00.0000000,9,39
940,09:40:00.0000000,9,40
941,09:41:00.0000000,9,41
942,09:42:00.0000000,9,42
943,09:43:00.0000000,9,43
944,09:44:00.0000000,9,44
945,09:45:00.0000000,9,45
946,09:46:00.0000000,9,46
947,09:47:00.0000000,9,47
948,09:48:00.0000000,9,48
949,09:49:00.0000000,9,49
950,09:50:00.0000000,9,50
951,09:51:00.0000000,9,51
952,09:52:00.0000000,9,52
953,09:53:00.0000000,9,53
954,09:54:00.0000000,9,54
955,09:55:00.0000000,9,55
956,09:56:00.0000000,9,56
957,09:57:00.0000000,9,57
958,09:58:00.0000000,9,58
959,09:59:00.0000000,9,59
1000,10:00:00.0000000,10,0
1001,10:01:00.0000000,10,1
1002,10:02:00.0000000,10,2
1003,10:03:00.0000000,10,3
1004,10:04:00.0000000,10,4
1005,10:05:00.0000000,10,5
1006,10:06:00.0000000,10,6
1007,10:07:00.0000000,10,7
1008,10:08:00.0000000,10,8
1009,10:09:00.0000000,10,9
1010,10:10:00.0000000,10,10
1011,10:11:00.0000000,10,11
1012,10:12:00.0000000,10,12
1013,10:13:00.0000000,10,13
1014,10:14:00.0000000,10,14
1015,10:15:00.0000000,10,15
1016,10:16:00.0000000,10,16
1017,10:17:00.0000000,10,17
1018,10:18:00.0000000,10,18
1019,10:19:00.0000000,10,19
1020,10:20:00.0000000,10,20
1021,10:21:00.0000000,10,21
1022,10:22:00.0000000,10,22
1023,10:23:00.0000000,10,23
1024,10:24:00.0000000,10,24
1025,10:25:00.0000000,10,25
1026,10:26:00.0000000,10,26
1027,10:27:00.0000000,10,27
1028,10:28:00.0000000,10,28
1029,10:29:00.0000000,10,29
1030,10:30:00.0000000,10,30
1031,10:31:00.0000000,10,31
1032,10:32:00.0000000,10,32
1033,10:33:00.0000000,10,33
1034,10:34:00.0000000,10,34
1035,10:35:00.0000000,10,35
1036,10:36:00.0000000,10,36
1037,10:37:00.0000000,10,37
1038,10:38:00.0000000,10,38
1039,10:39:00.0000000,10,39
1040,10:40:00.0000000,10,40
1041,10:41:00.0000000,10,41
1042,10:42:00.0000000,10,42
1043,10:43:00.0000000,10,43
1044,10:44:00.0000000,10,44
1045,10:45:00.0000000,10,45
1046,10:46:00.0000000,10,46
1047,10:47:00.0000000,10,47
1048,10:48:00.0000000,10,48
1049,10:49:00.0000000,10,49
1050,10:50:00.0000000,10,50
1051,10:51:00.0000000,10,51
1052,10:52:00.0000000,10,52
1053,10:53:00.0000000,10,53
1054,10:54:00.0000000,10,54
1055,10:55:00.0000000,10,55
1056,10:56:00.0000000,10,56
1057,10:57:00.0000000,10,57
1058,10:58:00.0000000,10,58
1059,10:59:00.0000000,10,59
1100,11:00:00.0000000,11,0
1101,11:01:00.0000000,11,1
1102,11:02:00.0000000,11,2
1103,11:03:00.0000000,11,3
1104,11:04:00.0000000,11,4
1105,11:05:00.0000000,11,5
1106,11:06:00.0000000,11,6
1107,11:07:00.0000000,11,7
1108,11:08:00.0000000,11,8
1109,11:09:00.0000000,11,9
1110,11:10:00.0000000,11,10
1111,11:11:00.0000000,11,11
1112,11:12:00.0000000,11,12
1113,11:13:00.0000000,11,13
1114,11:14:00.0000000,11,14
1115,11:15:00.0000000,11,15
1116,11:16:00.0000000,11,16
1117,11:17:00.0000000,11,17
1118,11:18:00.0000000,11,18
1119,11:19:00.0000000,11,19
1120,11:20:00.0000000,11,20
1121,11:21:00.0000000,11,21
1122,11:22:00.0000000,11,22
1123,11:23:00.0000000,11,23
1124,11:24:00.0000000,11,24
1125,11:25:00.0000000,11,25
1126,11:26:00.0000000,11,26
1127,11:27:00.0000000,11,27
1128,11:28:00.0000000,11,28
1129,11:29:00.0000000,11,29
1130,11:30:00.0000000,11,30
1131,11:31:00.0000000,11,31
1132,11:32:00.0000000,11,32
1133,11:33:00.0000000,11,33
1134,11:34:00.0000000,11,34
1135,11:35:00.0000000,11,35
1136,11:36:00.0000000,11,36
1137,11:37:00.0000000,11,37
1138,11:38:00.0000000,11,38
1139,11:39:00.0000000,11,39
1140,11:40:00.0000000,11,40
1141,11:41:00.0000000,11,41
1142,11:42:00.0000000,11,42
1143,11:43:00.0000000,11,43
1144,11:44:00.0000000,11,44
1145,11:45:00.0000000,11,45
1146,11:46:00.0000000,11,46
1147,11:47:00.0000000,11,47
1148,11:48:00.0000000,11,48
1149,11:49:00.0000000,11,49
1150,11:50:00.0000000,11,50
1151,11:51:00.0000000,11,51
1152,11:52:00.0000000,11,52
1153,11:53:00.0000000,11,53
1154,11:54:00.0000000,11,54
1155,11:55:00.0000000,11,55
1156,11:56:00.0000000,11,56
1157,11:57:00.0000000,11,57
1158,11:58:00.0000000,11,58
1159,11:59:00.0000000,11,59
1200,12:00:00.0000000,12,0
1201,12:01:00.0000000,12,1
1202,12:02:00.0000000,12,2
1203,12:03:00.0000000,12,3
1204,12:04:00.0000000,12,4
1205,12:05:00.0000000,12,5
1206,12:06:00.0000000,12,6
1207,12:07:00.0000000,12,7
1208,12:08:00.0000000,12,8
1209,12:09:00.0000000,12,9
1210,12:10:00.0000000,12,10
1211,12:11:00.0000000,12,11
1212,12:12:00.0000000,12,12
1213,12:13:00.0000000,12,13
1214,12:14:00.0000000,12,14
1215,12:15:00.0000000,12,15
1216,12:16:00.0000000,12,16
1217,12:17:00.0000000,12,17
1218,12:18:00.0000000,12,18
1219,12:19:00.0000000,12,19
1220,12:20:00.0000000,12,20
1221,12:21:00.0000000,12,21
1222,12:22:00.0000000,12,22
1223,12:23:00.0000000,12,23
1224,12:24:00.0000000,12,24
1225,12:25:00.0000000,12,25
1226,12:26:00.0000000,12,26
1227,12:27:00.0000000,12,27
1228,12:28:00.0000000,12,28
1229,12:29:00.0000000,12,29
1230,12:30:00.0000000,12,30
1231,12:31:00.0000000,12,31
1232,12:32:00.0000000,12,32
1233,12:33:00.0000000,12,33
1234,12:34:00.0000000,12,34
1235,12:35:00.0000000,12,35
1236,12:36:00.0000000,12,36
1237,12:37:00.0000000,12,37
1238,12:38:00.0000000,12,38
1239,12:39:00.0000000,12,39
1240,12:40:00.0000000,12,40
1241,12:41:00.0000000,12,41
1242,12:42:00.0000000,12,42
1243,12:43:00.0000000,12,43
1244,12:44:00.0000000,12,44
1245,12:45:00.0000000,12,45
1246,12:46:00.0000000,12,46
1247,12:47:00.0000000,12,47
1248,12:48:00.0000000,12,48
1249,12:49:00.0000000,12,49
1250,12:50:00.0000000,12,50
1251,12:51:00.0000000,12,51
1252,12:52:00.0000000,12,52
1253,12:53:00.0000000,12,53
1254,12:54:00.0000000,12,54
1255,12:55:00.0000000,12,55
1256,12:56:00.0000000,12,56
1257,12:57:00.0000000,12,57
1258,12:58:00.0000000,12,58
1259,12:59:00.0000000,12,59
1300,13:00:00.0000000,13,0
1301,13:01:00.0000000,13,1
1302,13:02:00.0000000,13,2
1303,13:03:00.0000000,13,3
1304,13:04:00.0000000,13,4
1305,13:05:00.0000000,13,5
1306,13:06:00.0000000,13,6
1307,13:07:00.0000000,13,7
1308,13:08:00.0000000,13,8
1309,13:09:00.0000000,13,9
1310,13:10:00.0000000,13,10
1311,13:11:00.0000000,13,11
1312,13:12:00.0000000,13,12
1313,13:13:00.0000000,13,13
1314,13:14:00.0000000,13,14
1315,13:15:00.0000000,13,15
1316,13:16:00.0000000,13,16
1317,13:17:00.0000000,13,17
1318,13:18:00.0000000,13,18
1319,13:19:00.0000000,13,19
1320,13:20:00.0000000,13,20
1321,13:21:00.0000000,13,21
1322,13:22:00.0000000,13,22
1323,13:23:00.0000000,13,23
1324,13:24:00.0000000,13,24
1325,13:25:00.0000000,13,25
1326,13:26:00.0000000,13,26
1327,13:27:00.0000000,13,27
1328,13:28:00.0000000,13,28
1329,13:29:00.0000000,13,29
1330,13:30:00.0000000,13,30
1331,13:31:00.0000000,13,31
1332,13:32:00.0000000,13,32
1333,13:33:00.0000000,13,33
1334,13:34:00.0000000,13,34
1335,13:35:00.0000000,13,35
1336,13:36:00.0000000,13,36
1337,13:37:00.0000000,13,37
1338,13:38:00.0000000,13,38
1339,13:39:00.0000000,13,39
1340,13:40:00.0000000,13,40
1341,13:41:00.0000000,13,41
1342,13:42:00.0000000,13,42
1343,13:43:00.0000000,13,43
1344,13:44:00.0000000,13,44
1345,13:45:00.0000000,13,45
1346,13:46:00.0000000,13,46
1347,13:47:00.0000000,13,47
1348,13:48:00.0000000,13,48
1349,13:49:00.0000000,13,49
1350,13:50:00.0000000,13,50
1351,13:51:00.0000000,13,51
1352,13:52:00.0000000,13,52
1353,13:53:00.0000000,13,53
1354,13:54:00.0000000,13,54
1355,13:55:00.0000000,13,55
1356,13:56:00.0000000,13,56
1357,13:57:00.0000000,13,57
1358,13:58:00.0000000,13,58
1359,13:59:00.0000000,13,59
1400,14:00:00.0000000,14,0
1401,14:01:00.0000000,14,1
1402,14:02:00.0000000,14,2
1403,14:03:00.0000000,14,3
1404,14:04:00.0000000,14,4
1405,14:05:00.0000000,14,5
1406,14:06:00.0000000,14,6
1407,14:07:00.0000000,14,7
1408,14:08:00.0000000,14,8
1409,14:09:00.0000000,14,9
1410,14:10:00.0000000,14,10
1411,14:11:00.0000000,14,11
1412,14:12:00.0000000,14,12
1413,14:13:00.0000000,14,13
1414,14:14:00.0000000,14,14
1415,14:15:00.0000000,14,15
